ro_id,machine_model,machine_age_years,operating_hours,symptom_text,failure_code,subsystem,environment,technician_notes,downtime_hours,estimated_total_parts_cost,created_at,label_all_part_ids,label_all_part_types,split
RO000402,SUV-X,5.4,24704,Unexpected power cut,FC-ELC-22,electrical_power,normal,Observed: Unexpected power cut. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,5.78,155.43,2023-02-28 14:54:40,P-1021|P-1023,contactor|relay,train
RO000611,SEDAN-B,8.9,12329,Line speed not maintained,FC-ACC-09,conveyor_like_accessory,city_stopgo,Observed: Line speed not maintained. Inspected conveyor_like_accessory subsystem. Replaced primary component and verified normal operation.,7.85,279.9,2023-03-07 04:44:02,P-1028|P-1029|P-1030,belt|idler_roller|tensioner,train
RO000564,SUV-X,11.1,28119,Hydraulic pressure unstable,FC-HYD-04,hydraulic_brake,highway_longhaul,Observed: Hydraulic pressure unstable. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,6.98,156.78,2023-03-07 14:32:12,P-1010|P-1014,hydraulic_hose_revB|seal_kit_plus,train
RO000538,SEDAN-B,6.4,7770,Air regulation unstable,FC-PNE-07,pneumatic_intake,high_humidity,Observed: Air regulation unstable. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,6.15,186.45,2023-03-09 05:39:04,P-1015|P-1016,air_line|solenoid_valve,train
RO000687,VAN-C,9.0,20745,Intermittent electrical fault,FC-ELC-22,electrical_power,highway_longhaul,Observed: Intermittent electrical fault. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,6.38,122.12,2023-03-09 19:55:45,P-1020|P-1022,fuse|relay,train
RO000318,COUPE-R,4.5,14805,Torque transfer delay,FC-DRV-19,drivetrain,dusty,Observed: Torque transfer delay. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,9.78,249.65,2023-03-10 02:54:30,P-1027|P-1028,drive_chain|idler_roller,train
RO000003,VAN-C,6.8,12607,Coolant leak suspected,FC-CLG-11,engine_cooling,high_humidity,Observed: Coolant leak suspected. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,5.68,210.86,2023-03-10 11:40:25,P-1001|P-1002,coolant_filter|coolant_pump,train
RO000584,SEDAN-B,3.0,13949,Air regulation unstable,FC-PNE-07,pneumatic_intake,high_humidity,Observed: Air regulation unstable. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,5.65,286.21,2023-03-10 14:29:04,P-1015|P-1016|P-1017,air_line|frl_unit|solenoid_valve,train
RO000010,SUV-Z,7.4,15040,Hydraulic pressure unstable,FC-HYD-04,hydraulic_brake,high_humidity,Observed: Hydraulic pressure unstable. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,5.03,496.68,2023-03-10 22:50:59,P-1007|P-1011,fluid_filter|pump,train
RO000909,VAN-C,6.4,8212,Air regulation unstable,FC-PNE-07,pneumatic_intake,dusty,Observed: Air regulation unstable. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,6.65,124.29,2023-03-10 23:55:54,P-1015|P-1016,air_line|solenoid_valve,train
RO000448,TRUCK-T2,8.4,18647,Drive transfer slip,FC-DRV-19,drivetrain,dusty,Observed: Drive transfer slip. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,9.83,189.59,2023-03-13 16:12:55,P-1027|P-1028,drive_chain|idler_roller,train
RO000803,COUPE-R,5.7,26626,Pneumatic valve not switching,FC-PNE-07,pneumatic_intake,normal,Observed: Pneumatic valve not switching. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,2.82,186.42,2023-03-16 15:23:34,P-1015|P-1016,air_line|solenoid_valve,train
RO000591,SUV-X,6.1,100,Control unit reset observed,FC-ELC-22,electrical_power,high_temp,Observed: Control unit reset observed. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,4.4,179.76,2023-03-17 15:00:20,P-1021|P-1024,relay|sensor_prox,train
RO000434,TRUCK-T2,3.4,13616,Torque transfer delay,FC-DRV-19,drivetrain,normal,Observed: Torque transfer delay. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,8.92,223.77,2023-03-18 04:01:18,P-1026|P-1028,drive_chain|idler_roller,train
RO000071,SUV-X,6.9,20297,Intake actuator delayed,FC-PNE-07,pneumatic_intake,high_humidity,Observed: Intake actuator delayed. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,8.67,124.29,2023-03-23 09:34:37,P-1015|P-1016,air_line|solenoid_valve,train
RO000279,TRUCK-T1,7.2,15371,Torque transfer delay,FC-DRV-19,drivetrain,dusty,Observed: Torque transfer delay. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,2.78,181.54,2023-03-25 23:34:34,P-1027|P-1029|P-1031,chain_lube|drive_chain|tensioner,train
RO000217,TRUCK-T1,5.2,14544,Radiator efficiency low,FC-CLG-11,engine_cooling,highway_longhaul,Observed: Radiator efficiency low. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,6.12,132.06,2023-03-26 18:29:04,P-1005|P-1006,fan|thermostat,train
RO000383,SEDAN-B,4.1,17231,Torque transfer delay,FC-DRV-19,drivetrain,high_temp,Observed: Torque transfer delay. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,3.83,189.59,2023-03-29 01:15:39,P-1027|P-1028,drive_chain|idler_roller,train
RO000152,COUPE-R,8.5,8893,Radiator efficiency low,FC-CLG-11,engine_cooling,city_stopgo,Observed: Radiator efficiency low. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,1.89,274.79,2023-03-31 16:34:59,P-1002|P-1004,coolant_filter|radiator_core,train
RO000205,SUV-X,4.7,18914,Belt slipping,FC-ACC-09,conveyor_like_accessory,dusty,Observed: Belt slipping. Inspected conveyor_like_accessory subsystem. Replaced primary component and verified normal operation.,3.06,289.72,2023-04-03 02:20:16,P-1028|P-1030|P-1031,belt|chain_lube|idler_roller,train
RO000621,SEDAN-B,2.2,18973,Pneumatic valve not switching,FC-PNE-07,pneumatic_intake,highway_longhaul,Observed: Pneumatic valve not switching. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,4.57,286.21,2023-04-04 02:56:20,P-1015|P-1016|P-1017,air_line|frl_unit|solenoid_valve,train
RO000388,TRUCK-T2,1.7,14293,Pneumatic valve not switching,FC-PNE-07,pneumatic_intake,highway_longhaul,Observed: Pneumatic valve not switching. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,10.66,124.29,2023-04-04 06:54:48,P-1015|P-1016,air_line|solenoid_valve,train
RO000624,SEDAN-B,6.8,17464,Air regulation unstable,FC-PNE-07,pneumatic_intake,normal,Observed: Air regulation unstable. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,4.72,198.9,2023-04-07 14:44:53,P-1017|P-1018,air_regulator|frl_unit,train
RO000512,TRUCK-T1,3.7,11138,Air regulation unstable,FC-PNE-07,pneumatic_intake,normal,Observed: Air regulation unstable. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,3.59,124.29,2023-04-09 10:34:27,P-1015|P-1016,air_line|solenoid_valve,train
RO000946,TRUCK-T2,9.1,11670,Torque transfer delay,FC-DRV-19,drivetrain,city_stopgo,Observed: Torque transfer delay. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,3.24,314.89,2023-04-09 14:08:18,P-1028|P-1029,idler_roller|tensioner,train
RO000717,SEDAN-B,13.8,13023,Brake pedal spongy,FC-HYD-04,hydraulic_brake,high_humidity,Observed: Brake pedal spongy. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,4.78,128.3,2023-04-10 19:52:38,P-1007|P-1008,fluid_filter|pressure_valve,train
RO000319,SEDAN-A,12.5,18490,Line speed not maintained,FC-ACC-09,conveyor_like_accessory,highway_longhaul,Observed: Line speed not maintained. Inspected conveyor_like_accessory subsystem. Replaced primary component and verified normal operation.,5.58,224.07,2023-04-12 16:57:59,P-1028|P-1030,belt|idler_roller,train
RO000219,SEDAN-A,7.1,13528,Intake actuator delayed,FC-PNE-07,pneumatic_intake,city_stopgo,Observed: Intake actuator delayed. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,5.54,124.29,2023-04-15 21:47:48,P-1015|P-1016,air_line|solenoid_valve,train
RO000358,SEDAN-B,11.3,13799,Torque transfer delay,FC-DRV-19,drivetrain,high_humidity,Observed: Torque transfer delay. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,5.75,185.36,2023-04-15 22:36:19,P-1028|P-1029,idler_roller|tensioner,train
RO000213,SUV-X,2.0,29038,Accessory drive noise,FC-ACC-09,conveyor_like_accessory,dusty,Observed: Accessory drive noise. Inspected conveyor_like_accessory subsystem. Replaced primary component and verified normal operation.,1.34,318.61,2023-04-21 00:40:14,P-1028|P-1030,belt|idler_roller,train
RO000356,SEDAN-B,9.9,24515,Coolant leak suspected,FC-CLG-11,engine_cooling,city_stopgo,Observed: Coolant leak suspected. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,3.04,404.87,2023-04-23 10:44:40,P-1003|P-1004,coolant_filter|radiator_core,train
RO000756,SUV-Z,8.5,19005,Driveline vibration under load,FC-DRV-19,drivetrain,high_temp,Observed: Driveline vibration under load. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,5.6,185.36,2023-04-27 16:45:54,P-1028|P-1029,idler_roller|tensioner,train
RO000089,TRUCK-T2,9.9,13823,Intake actuator delayed,FC-PNE-07,pneumatic_intake,high_humidity,Observed: Intake actuator delayed. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,3.85,198.9,2023-04-30 04:44:20,P-1017|P-1018,air_regulator|frl_unit,train
RO000403,SUV-Z,14.6,18146,Pneumatic valve not switching,FC-PNE-07,pneumatic_intake,highway_longhaul,Observed: Pneumatic valve not switching. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,5.88,205.25,2023-04-30 22:16:58,P-1015|P-1016|P-1017,air_line|frl_unit|solenoid_valve,train
RO000853,SUV-Z,11.4,20583,Hydraulic pressure unstable,FC-HYD-04,hydraulic_brake,highway_longhaul,Observed: Hydraulic pressure unstable. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,4.61,128.3,2023-05-02 04:40:28,P-1007|P-1008,fluid_filter|pressure_valve,train
RO000162,TRUCK-T2,7.4,17700,Brake pressure drop,FC-HYD-04,hydraulic_brake,highway_longhaul,Observed: Brake pressure drop. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,4.68,102.65,2023-05-03 19:57:33,P-1010|P-1014,hydraulic_hose_revB|seal_kit_plus,train
RO000467,COUPE-R,2.3,18556,Intermittent electrical fault,FC-ELC-22,electrical_power,highway_longhaul,Observed: Intermittent electrical fault. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,7.89,122.12,2023-05-05 08:58:08,P-1020|P-1022,fuse|relay,train
RO000494,SEDAN-A,10.8,14198,Intermittent electrical fault,FC-ELC-22,electrical_power,dusty,Observed: Intermittent electrical fault. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,5.09,122.12,2023-05-06 09:33:25,P-1020|P-1022,fuse|relay,train
RO000073,COUPE-R,6.0,19706,Coolant leak suspected,FC-CLG-11,engine_cooling,normal,Observed: Coolant leak suspected. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,6.06,277.01,2023-05-06 12:05:14,P-1001|P-1003,coolant_filter|coolant_pump,train
RO000509,SUV-Z,0.2,6922,Control unit reset observed,FC-ELC-22,electrical_power,highway_longhaul,Observed: Control unit reset observed. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,6.74,268.99,2023-05-06 18:22:18,P-1021|P-1023,contactor|relay,train
RO000093,SUV-X,1.4,3740,Brake pedal spongy,FC-HYD-04,hydraulic_brake,high_humidity,Observed: Brake pedal spongy. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,4.06,219.56,2023-05-07 14:36:51,P-1009|P-1012,hydraulic_hose|seal_kit,train
RO000832,SEDAN-A,7.4,7837,Brake pedal spongy,FC-HYD-04,hydraulic_brake,high_humidity,Observed: Brake pedal spongy. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,4.68,102.65,2023-05-09 21:05:54,P-1010|P-1014,hydraulic_hose_revB|seal_kit_plus,train
RO000506,COUPE-R,8.9,16411,Torque transfer delay,FC-DRV-19,drivetrain,high_temp,Observed: Torque transfer delay. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,4.77,185.36,2023-05-10 01:52:35,P-1028|P-1029,idler_roller|tensioner,train
RO000793,SUV-Z,7.5,13124,Pneumatic valve not switching,FC-PNE-07,pneumatic_intake,dusty,Observed: Pneumatic valve not switching. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,3.93,198.9,2023-05-10 21:29:40,P-1017|P-1018,air_regulator|frl_unit,train
RO000857,SEDAN-B,2.9,18183,Air regulation unstable,FC-PNE-07,pneumatic_intake,city_stopgo,Observed: Air regulation unstable. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,9.12,124.29,2023-05-11 14:14:10,P-1015|P-1016,air_line|solenoid_valve,train
RO000879,COUPE-R,7.4,23360,Unexpected power cut,FC-ELC-22,electrical_power,normal,Observed: Unexpected power cut. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,5.79,166.8,2023-05-12 12:19:11,P-1019|P-1022,fuse|relay,train
RO000487,TRUCK-T2,4.8,6043,Coolant leak suspected,FC-CLG-11,engine_cooling,dusty,Observed: Coolant leak suspected. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,5.78,276.8,2023-05-12 19:54:09,P-1001|P-1002|P-1005,coolant_filter|coolant_pump|fan,train
RO000323,TRUCK-T1,2.2,3285,Hydraulic pressure unstable,FC-HYD-04,hydraulic_brake,city_stopgo,Observed: Hydraulic pressure unstable. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,5.95,128.3,2023-05-15 09:08:54,P-1007|P-1008,fluid_filter|pressure_valve,train
RO000215,COUPE-R,4.6,18193,Unexpected power cut,FC-ELC-22,electrical_power,high_temp,Observed: Unexpected power cut. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,5.42,172.39,2023-05-15 15:57:50,P-1022|P-1025,relay|wiring_harness,train
RO000935,COUPE-R,0.2,10323,Radiator efficiency low,FC-CLG-11,engine_cooling,high_humidity,Observed: Radiator efficiency low. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,5.44,276.8,2023-05-15 22:31:05,P-1001|P-1002|P-1005,coolant_filter|coolant_pump|fan,train
RO000753,TRUCK-T1,2.7,11903,Belt slipping,FC-ACC-09,conveyor_like_accessory,highway_longhaul,Observed: Belt slipping. Inspected conveyor_like_accessory subsystem. Replaced primary component and verified normal operation.,6.89,289.72,2023-05-16 01:26:35,P-1028|P-1030|P-1031,belt|chain_lube|idler_roller,train
RO000849,SUV-Z,8.6,20346,Unexpected power cut,FC-ELC-22,electrical_power,high_temp,Observed: Unexpected power cut. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,4.03,316.72,2023-05-17 17:30:04,P-1020|P-1021,fuse|relay,train
RO000277,TRUCK-T2,10.7,8464,Intake actuator delayed,FC-PNE-07,pneumatic_intake,highway_longhaul,Observed: Intake actuator delayed. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,6.24,124.29,2023-05-19 17:20:19,P-1015|P-1016,air_line|solenoid_valve,train
RO000824,SEDAN-B,6.7,9323,Belt slipping,FC-ACC-09,conveyor_like_accessory,normal,Observed: Belt slipping. Inspected conveyor_like_accessory subsystem. Replaced primary component and verified normal operation.,2.98,150.37,2023-05-20 05:56:40,P-1029|P-1030,belt|tensioner,train
RO000646,TRUCK-T2,7.2,15009,Radiator efficiency low,FC-CLG-11,engine_cooling,high_temp,Observed: Radiator efficiency low. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,3.87,264.12,2023-05-20 18:11:41,P-1005|P-1006,fan|thermostat,train
RO000566,TRUCK-T1,3.5,32367,Line speed not maintained,FC-ACC-09,conveyor_like_accessory,dusty,Observed: Line speed not maintained. Inspected conveyor_like_accessory subsystem. Replaced primary component and verified normal operation.,5.15,318.61,2023-05-21 04:43:07,P-1028|P-1030,belt|idler_roller,train
RO000539,TRUCK-T2,2.4,24501,Belt slipping,FC-ACC-09,conveyor_like_accessory,normal,Observed: Belt slipping. Inspected conveyor_like_accessory subsystem. Replaced primary component and verified normal operation.,4.57,353.6,2023-05-22 00:29:53,P-1028|P-1030,belt|idler_roller,train
RO000635,VAN-C,8.8,16557,Torque transfer delay,FC-DRV-19,drivetrain,high_humidity,Observed: Torque transfer delay. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,5.46,223.77,2023-05-22 09:39:40,P-1026|P-1028,drive_chain|idler_roller,train
RO000685,SEDAN-A,6.4,12896,Pneumatic valve not switching,FC-PNE-07,pneumatic_intake,highway_longhaul,Observed: Pneumatic valve not switching. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,5.54,124.29,2023-05-22 12:33:14,P-1015|P-1016,air_line|solenoid_valve,train
