ro_id,line_num,part_id,part_name,part_type,qty,is_primary_fix,unit_cost,line_cost,lead_time_days
RO000014,2,P-1034,FLUID_FILTER-95,fluid_filter,1,False,114.24,114.24,11
RO000014,3,P-1175,HYDRAULIC_HOSE-26,hydraulic_hose,1,False,62.52,62.52,6
RO000014,4,P-1312,FUSE-72,fuse,1,False,270.56,270.56,12
RO000015,1,P-1008,IDLER_ROLLER-21,idler_roller,1,True,8.0,8.0,4
RO000015,2,P-1068,CHAIN_LUBE-52,chain_lube,1,False,46.45,46.45,13
RO000016,1,P-1094,SEAL_KIT-33,seal_kit,1,True,157.86,157.86,6
RO000016,2,P-1110,FLUID_FILTER-82,fluid_filter,4,False,81.17,324.68,7
RO000017,1,P-1183,DRIVE_CHAIN-63,drive_chain,1,True,175.21,175.21,5
RO000017,2,P-1112,IDLER_ROLLER-72,idler_roller,1,False,174.9,174.9,1
RO000018,1,P-1007,PRESSURE_VALVE-37,pressure_valve,2,True,139.36,278.72,1
RO000018,2,P-1244,HYDRAULIC_HOSE-53,hydraulic_hose,1,False,68.27,68.27,2
RO000019,1,P-1032,BEARING_SET-90,bearing_set,1,True,31.49,31.49,2
RO000019,2,P-1335,HIGH_TEMP_GREASE-27,high_temp_grease,1,False,8.0,8.0,11
RO000020,1,P-1083,HIGH_TEMP_GREASE-27,high_temp_grease,1,True,197.07,197.07,8
RO000020,2,P-1205,SHAFT_SEAL-65,shaft_seal,1,False,129.62,129.62,9
RO000021,1,P-1285,FUSE-62,fuse,1,True,8.0,8.0,5
RO000022,1,P-1126,HYDRAULIC_HOSE-32,hydraulic_hose,1,True,19.13,19.13,10
RO000022,2,P-1336,FLUID_FILTER-43,fluid_filter,1,False,219.69,219.69,1
RO000022,3,P-1237,HYDRAULIC_HOSE-57,hydraulic_hose,1,False,8.0,8.0,12
RO000023,1,P-1127,HYDRAULIC_HOSE-62,hydraulic_hose,1,True,289.77,289.77,11
RO000023,2,P-1222,HYDRAULIC_HOSE-58,hydraulic_hose,1,False,8.0,8.0,6
RO000024,1,P-1209,SEAL_KIT-38,seal_kit,1,True,244.09,244.09,7
RO000024,2,P-1201,FLUID_FILTER-53,fluid_filter,1,False,8.0,8.0,4
RO000025,1,P-1135,FAN-46,fan,2,True,84.8,169.6,7
RO000025,2,P-1128,FAN-47,fan,1,False,8.0,8.0,5
RO000026,1,P-1296,FAN-50,fan,1,True,125.73,125.73,5
RO000026,2,P-1042,COOLANT_FILTER-94,coolant_filter,1,False,238.23,238.23,4
RO000026,3,P-1055,FAN-53,fan,1,False,140.6,140.6,6
RO000027,1,P-1314,THERMOSTAT-34,thermostat,1,True,40.83,40.83,6
RO000028,1,P-1240,SENSOR_PROX-46,sensor_prox,1,True,366.31,366.31,11
RO000028,2,P-1026,FUSE-90,fuse,1,False,145.93,145.93,5
RO000028,3,P-1150,RELAY-41,relay,2,False,185.03,370.06,9
RO000029,1,P-1105,WIRING_HARNESS-60,wiring_harness,1,True,161.2,161.2,22
RO000029,2,P-1289,FUSE-20,fuse,1,False,138.85,138.85,10
RO000030,1,P-1211,PRESSURE_VALVE-38,pressure_valve,1,True,284.86,284.86,14
RO000030,2,P-1327,FLUID_FILTER-14,fluid_filter,1,False,98.49,98.49,2
RO000031,1,P-1114,RELAY-40,relay,1,True,125.14,125.14,2
RO000031,2,P-1144,FUSE-89,fuse,1,False,107.86,107.86,9
RO000032,1,P-1159,HIGH_TEMP_GREASE-31,high_temp_grease,1,True,174.56,174.56,5
RO000032,2,P-1028,SHAFT_SEAL-26,shaft_seal,1,False,202.48,202.48,10
RO000032,3,P-1286,FUSE-26,fuse,1,False,121.47,121.47,13
RO000033,1,P-1180,SENSOR_PROX-88,sensor_prox,1,True,145.82,145.82,3
RO000033,2,P-1278,FUSE-60,fuse,1,False,147.01,147.01,5
RO000034,1,P-1331,WIRING_HARNESS-23,wiring_harness,1,True,74.11,74.11,4
RO000034,2,P-1092,RELAY-59,relay,1,False,34.33,34.33,8
RO000035,1,P-1287,BELT-30,belt,1,True,146.15,146.15,6
RO000036,1,P-1277,AIR_REGULATOR-56,air_regulator,1,True,213.42,213.42,8
RO000036,2,P-1138,AIR_LINE-85,air_line,1,False,41.48,41.48,8
RO000036,3,P-1171,FRL_UNIT-87,frl_unit,1,False,54.22,54.22,7
RO000037,1,P-1021,SPINDLE_MOTOR-29,spindle_motor,3,True,179.08,537.24,7
RO000037,2,P-1083,HIGH_TEMP_GREASE-27,high_temp_grease,1,False,197.07,197.07,8
RO000037,3,P-1229,FUSE-60,fuse,1,False,111.44,111.44,2
RO000038,1,P-1057,FRL_UNIT-21,frl_unit,1,True,124.82,124.82,16
RO000038,2,P-1153,FRL_UNIT-15,frl_unit,1,False,118.33,118.33,7
RO000039,1,P-1188,FRL_UNIT-21,frl_unit,1,True,292.25,292.25,3
RO000040,1,P-1351,BEARING_SET_V2-38,bearing_set_v2,1,True,103.41,103.41,14
RO000040,2,P-1221,HIGH_TEMP_GREASE-73,high_temp_grease,1,False,150.73,150.73,6
RO000041,1,P-1251,TENSIONER-38,tensioner,1,True,194.09,194.09,14
RO000042,1,P-1004,SPINDLE_MOTOR-21,spindle_motor,1,True,246.34,246.34,10
RO000042,2,P-1301,CHAIN_LUBE-63,chain_lube,1,False,180.56,180.56,3
RO000043,1,P-1295,TENSIONER-69,tensioner,1,True,186.43,186.43,3
RO000043,2,P-1234,FUSE-49,fuse,1,False,169.13,169.13,10
RO000044,1,P-1316,PUMP-74,pump,1,True,8.0,8.0,13
RO000044,2,P-1002,FLUID_FILTER-27,fluid_filter,1,False,171.82,171.82,13
RO000044,3,P-1126,HYDRAULIC_HOSE-32,hydraulic_hose,1,False,19.13,19.13,10
RO000045,1,P-1128,FAN-47,fan,1,True,8.0,8.0,5
RO000045,2,P-1234,FUSE-49,fuse,1,False,169.13,169.13,10
RO000046,1,P-1228,HIGH_TEMP_GREASE-65,high_temp_grease,1,True,77.58,77.58,3
RO000047,1,P-1069,HIGH_TEMP_GREASE-32,high_temp_grease,2,True,57.34,114.68,5
RO000047,2,P-1148,HIGH_TEMP_GREASE-73,high_temp_grease,1,False,148.56,148.56,4
RO000048,1,P-1236,AIR_LINE-20,air_line,1,True,98.0,98.0,1
RO000049,1,P-1154,WIRING_HARNESS-22,wiring_harness,1,True,222.21,222.21,4
RO000049,2,P-1046,FUSE-30,fuse,2,False,127.77,255.54,10
RO000050,1,P-1010,SPINDLE_MOTOR-78,spindle_motor,1,True,47.36,47.36,1
RO000051,1,P-1226,IDLER_ROLLER-89,idler_roller,1,True,114.99,114.99,10
RO000051,2,P-1199,CHAIN_LUBE-77,chain_lube,1,False,8.0,8.0,12
RO000051,3,P-1107,HIGH_TEMP_GREASE-56,high_temp_grease,1,False,196.32,196.32,9
RO000052,1,P-1062,SOLENOID_VALVE-55,solenoid_valve,1,True,232.22,232.22,1
RO000052,2,P-1034,FLUID_FILTER-95,fluid_filter,1,False,114.24,114.24,11
RO000053,1,P-1039,SENSOR_PROX-27,sensor_prox,3,True,126.96,380.88,5
RO000053,2,P-1125,FUSE-67,fuse,1,False,261.24,261.24,8
RO000054,1,P-1309,HIGH_TEMP_GREASE-22,high_temp_grease,1,True,128.75,128.75,9
RO000054,2,P-1069,HIGH_TEMP_GREASE-32,high_temp_grease,4,False,57.34,229.36,5
RO000055,1,P-1009,DRIVE_CHAIN-87,drive_chain,3,True,38.97,116.91,8
RO000055,2,P-1199,CHAIN_LUBE-77,chain_lube,1,False,8.0,8.0,12
RO000056,1,P-1030,RADIATOR_CORE-66,radiator_core,1,True,146.5,146.5,10
RO000057,1,P-1061,SEAL_KIT-49,seal_kit,1,True,183.28,183.28,3
RO000057,2,P-1201,FLUID_FILTER-53,fluid_filter,1,False,8.0,8.0,4
RO000058,1,P-1283,BEARING_SET-80,bearing_set,1,True,216.1,216.1,5
RO000058,2,P-1215,SHAFT_SEAL-91,shaft_seal,1,False,204.67,204.67,1
RO000058,3,P-1159,HIGH_TEMP_GREASE-31,high_temp_grease,1,False,174.56,174.56,5
RO000059,1,P-1166,TENSIONER-68,tensioner,1,True,119.02,119.02,3
RO000059,2,P-1268,IDLER_ROLLER-75,idler_roller,1,False,67.85,67.85,7
RO000059,3,P-1335,HIGH_TEMP_GREASE-27,high_temp_grease,1,False,8.0,8.0,11
RO000060,1,P-1053,SEAL_KIT-24,seal_kit,1,True,107.1,107.1,8
RO000060,2,P-1162,FLUID_FILTER-62,fluid_filter,2,False,54.54,109.08,15
RO000061,1,P-1120,SENSOR_PROX-45,sensor_prox,1,True,67.06,67.06,10
RO000061,2,P-1325,RELAY-97,relay,1,False,101.53,101.53,9
RO000062,1,P-1029,RELAY-31,relay,1,True,52.86,52.86,5
RO000062,2,P-1019,RELAY-92,relay,1,False,136.71,136.71,1
RO000063,1,P-1045,IDLER_ROLLER-16,idler_roller,1,True,77.62,77.62,9
RO000063,2,P-1111,CHAIN_LUBE-13,chain_lube,1,False,305.17,305.17,1
RO000064,1,P-1351,BEARING_SET_V2-38,bearing_set_v2,1,True,103.41,103.41,14
RO000064,2,P-1083,HIGH_TEMP_GREASE-27,high_temp_grease,1,False,197.07,197.07,8
RO000065,1,P-1274,CONTACTOR-64,contactor,1,True,166.17,166.17,6
RO000065,2,P-1320,RELAY-71,relay,1,False,16.8,16.8,1
RO000066,1,P-1254,AIR_LINE-99,air_line,1,True,72.61,72.61,3
RO000067,1,P-1250,FUSE-46,fuse,2,True,49.95,99.9,1
RO000067,2,P-1289,FUSE-20,fuse,1,False,138.85,138.85,10
RO000068,1,P-1153,FRL_UNIT-15,frl_unit,3,True,118.33,354.99,7
RO000068,2,P-1255,AIR_LINE-80,air_line,1,False,123.88,123.88,3
RO000069,1,P-1211,PRESSURE_VALVE-38,pressure_valve,3,True,284.86,854.58,14
RO000069,2,P-1300,FLUID_FILTER-22,fluid_filter,1,False,84.46,84.46,8
RO000069,3,P-1182,FLUID_FILTER-27,fluid_filter,1,False,111.3,111.3,8
RO000070,1,P-1180,SENSOR_PROX-88,sensor_prox,1,True,145.82,145.82,3
RO000070,2,P-1114,RELAY-40,relay,1,False,125.14,125.14,2
RO000071,1,P-1106,SOLENOID_VALVE-15,solenoid_valve,1,True,165.67,165.67,11
RO000071,2,P-1157,FRL_UNIT-58,frl_unit,1,False,186.03,186.03,10
RO000072,1,P-1079,SOLENOID_VALVE-94,solenoid_valve,1,True,269.26,269.26,8
RO000073,1,P-1149,BELT-44,belt,1,True,191.97,191.97,8
RO000073,2,P-1315,IDLER_ROLLER-29,idler_roller,1,False,124.46,124.46,11
RO000074,1,P-1107,HIGH_TEMP_GREASE-56,high_temp_grease,2,True,196.32,392.64,9
RO000074,2,P-1221,HIGH_TEMP_GREASE-73,high_temp_grease,1,False,150.73,150.73,6
RO000075,1,P-1191,FRL_UNIT-26,frl_unit,1,True,52.82,52.82,4
RO000075,2,P-1236,AIR_LINE-20,air_line,1,False,98.0,98.0,1
RO000075,3,P-1157,FRL_UNIT-58,frl_unit,1,False,186.03,186.03,10
RO000076,1,P-1335,HIGH_TEMP_GREASE-27,high_temp_grease,1,True,8.0,8.0,11
RO000076,2,P-1067,SHAFT_SEAL-54,shaft_seal,1,False,35.02,35.02,8
RO000076,3,P-1148,HIGH_TEMP_GREASE-73,high_temp_grease,1,False,148.56,148.56,4
RO000077,1,P-1328,HYDRAULIC_HOSE-32,hydraulic_hose,1,True,325.87,325.87,7
RO000077,2,P-1201,FLUID_FILTER-53,fluid_filter,3,False,8.0,24.0,4
RO000078,1,P-1328,HYDRAULIC_HOSE-32,hydraulic_hose,1,True,325.87,325.87,7
RO000078,2,P-1088,FLUID_FILTER-98,fluid_filter,1,False,142.14,142.14,10
RO000079,1,P-1269,AIR_LINE-70,air_line,1,True,51.17,51.17,5
RO000079,2,P-1065,FRL_UNIT-44,frl_unit,1,False,127.97,127.97,4
RO000080,1,P-1013,THERMOSTAT-15,thermostat,2,True,76.45,152.9,7
RO000080,2,P-1054,COOLANT_FILTER-29,coolant_filter,1,False,270.89,270.89,7
RO000081,1,P-1004,SPINDLE_MOTOR-21,spindle_motor,1,True,246.34,246.34,10
RO000081,2,P-1130,SHAFT_SEAL-43,shaft_seal,1,False,155.51,155.51,10
RO000081,3,P-1083,HIGH_TEMP_GREASE-27,high_temp_grease,1,False,197.07,197.07,8
RO000082,1,P-1329,SPINDLE_MOTOR-73,spindle_motor,1,True,121.11,121.11,6
RO000083,1,P-1076,RADIATOR_CORE-96,radiator_core,1,True,140.04,140.04,8
RO000083,2,P-1184,COOLANT_FILTER-63,coolant_filter,1,False,137.93,137.93,7
RO000084,1,P-1282,PUMP-40,pump,1,True,189.69,189.69,5
RO000084,2,P-1327,FLUID_FILTER-14,fluid_filter,1,False,98.49,98.49,2
RO000084,3,P-1175,HYDRAULIC_HOSE-26,hydraulic_hose,1,False,62.52,62.52,6
RO000085,1,P-1122,WIRING_HARNESS-70,wiring_harness,1,True,160.4,160.4,10
RO000085,2,P-1317,RELAY-27,relay,1,False,107.36,107.36,5
RO000086,1,P-1213,THERMOSTAT-53,thermostat,1,True,171.63,171.63,12
RO000087,1,P-1019,RELAY-92,relay,1,True,136.71,136.71,1
RO000087,2,P-1026,FUSE-90,fuse,1,False,145.93,145.93,5
RO000087,3,P-1309,HIGH_TEMP_GREASE-22,high_temp_grease,1,False,128.75,128.75,9
RO000088,1,P-1180,SENSOR_PROX-88,sensor_prox,1,True,145.82,145.82,3
RO000088,2,P-1289,FUSE-20,fuse,1,False,138.85,138.85,10
RO000089,1,P-1287,BELT-30,belt,1,True,146.15,146.15,6
RO000089,2,P-1348,CHAIN_LUBE-58,chain_lube,1,False,167.45,167.45,5
RO000090,1,P-1344,AIR_LINE-37,air_line,1,True,100.77,100.77,5
RO000090,2,P-1269,AIR_LINE-70,air_line,1,False,51.17,51.17,5
RO000091,1,P-1159,HIGH_TEMP_GREASE-31,high_temp_grease,1,True,174.56,174.56,5
RO000091,2,P-1335,HIGH_TEMP_GREASE-27,high_temp_grease,1,False,8.0,8.0,11
RO000092,1,P-1269,AIR_LINE-70,air_line,1,True,51.17,51.17,5
RO000092,2,P-1057,FRL_UNIT-21,frl_unit,1,False,124.82,124.82,16
RO000093,1,P-1160,BEARING_SET-51,bearing_set,1,True,145.93,145.93,6
RO000093,2,P-1242,SHAFT_SEAL-81,shaft_seal,1,False,8.0,8.0,7
RO000093,3,P-1343,FUSE-17,fuse,1,False,22.23,22.23,9
RO000094,1,P-1283,BEARING_SET-80,bearing_set,1,True,216.1,216.1,5
RO000094,2,P-1309,HIGH_TEMP_GREASE-22,high_temp_grease,1,False,128.75,128.75,9
RO000095,1,P-1214,HYDRAULIC_HOSE-82,hydraulic_hose,1,True,42.81,42.81,9
RO000095,2,P-1336,FLUID_FILTER-43,fluid_filter,1,False,219.69,219.69,1
RO000095,3,P-1328,HYDRAULIC_HOSE-32,hydraulic_hose,3,False,325.87,977.61,7
RO000096,1,P-1061,SEAL_KIT-49,seal_kit,1,True,183.28,183.28,3
RO000096,2,P-1005,FUSE-13,fuse,1,False,82.44,82.44,9
RO000097,1,P-1320,RELAY-71,relay,1,True,16.8,16.8,1
RO000098,1,P-1344,AIR_LINE-37,air_line,1,True,100.77,100.77,5
RO000098,2,P-1255,AIR_LINE-80,air_line,1,False,123.88,123.88,3
RO000099,1,P-1294,SENSOR_PROX-92,sensor_prox,1,True,83.25,83.25,3
RO000099,2,P-1195,FUSE-23,fuse,1,False,196.03,196.03,4
RO000100,1,P-1222,HYDRAULIC_HOSE-58,hydraulic_hose,2,True,8.0,16.0,6
RO000101,1,P-1266,SEAL_KIT-68,seal_kit,2,True,171.09,342.18,1
RO000102,1,P-1032,BEARING_SET-90,bearing_set,1,True,31.49,31.49,2
RO000103,1,P-1169,THERMOSTAT-12,thermostat,2,True,53.96,107.92,5
RO000103,2,P-1042,COOLANT_FILTER-94,coolant_filter,1,False,238.23,238.23,4
RO000103,3,P-1055,FAN-53,fan,1,False,140.6,140.6,6
RO000104,1,P-1026,FUSE-90,fuse,1,True,145.93,145.93,5
RO000105,1,P-1252,DRIVE_CHAIN-63,drive_chain,1,True,8.11,8.11,9
RO000105,2,P-1178,CHAIN_LUBE-43,chain_lube,1,False,118.48,118.48,2
RO000105,3,P-1112,IDLER_ROLLER-72,idler_roller,1,False,174.9,174.9,1
RO000106,1,P-1249,AIR_REGULATOR-74,air_regulator,2,True,37.02,74.04,6
RO000107,1,P-1269,AIR_LINE-70,air_line,1,True,51.17,51.17,5
RO000107,2,P-1075,FRL_UNIT-48,frl_unit,2,False,161.76,323.52,8
RO000108,1,P-1249,AIR_REGULATOR-74,air_regulator,1,True,37.02,37.02,6
RO000109,1,P-1155,PRESSURE_VALVE-89,pressure_valve,1,True,163.77,163.77,6
RO000109,2,P-1002,FLUID_FILTER-27,fluid_filter,1,False,171.82,171.82,13
RO000109,3,P-1353,HYDRAULIC_HOSE_REVB-24,hydraulic_hose_revB,1,False,31.04,31.04,12
RO000109,4,P-1148,HIGH_TEMP_GREASE-73,high_temp_grease,1,False,148.56,148.56,4
RO000110,1,P-1122,WIRING_HARNESS-70,wiring_harness,1,True,160.4,160.4,10
RO000110,2,P-1234,FUSE-49,fuse,1,False,169.13,169.13,10
RO000111,1,P-1040,AIR_REGULATOR-31,air_regulator,1,True,127.34,127.34,1
RO000111,2,P-1075,FRL_UNIT-48,frl_unit,1,False,161.76,161.76,8
RO000112,1,P-1074,RADIATOR_CORE-89,radiator_core,1,True,21.04,21.04,1
RO000112,2,P-1278,FUSE-60,fuse,1,False,147.01,147.01,5
RO000113,1,P-1061,SEAL_KIT-49,seal_kit,1,True,183.28,183.28,3
RO000113,2,P-1299,FLUID_FILTER-25,fluid_filter,1,False,98.41,98.41,3
RO000114,1,P-1181,SPINDLE_MOTOR-73,spindle_motor,1,True,161.55,161.55,13
RO000115,1,P-1081,AIR_REGULATOR-68,air_regulator,1,True,42.03,42.03,10
RO000116,1,P-1240,SENSOR_PROX-46,sensor_prox,3,True,366.31,1098.93,11
RO000116,2,P-1320,RELAY-71,relay,1,False,16.8,16.8,1
RO000117,1,P-1309,HIGH_TEMP_GREASE-22,high_temp_grease,1,True,128.75,128.75,9
RO000117,2,P-1098,SHAFT_SEAL-13,shaft_seal,1,False,133.85,133.85,8
RO000117,3,P-1159,HIGH_TEMP_GREASE-31,high_temp_grease,1,False,174.56,174.56,5
RO000118,1,P-1352,SEAL_KIT_PLUS-78,seal_kit_plus,1,True,90.7,90.7,1
RO000118,2,P-1110,FLUID_FILTER-82,fluid_filter,1,False,81.17,81.17,7
RO000118,3,P-1126,HYDRAULIC_HOSE-32,hydraulic_hose,1,False,19.13,19.13,10
RO000119,1,P-1219,WIRING_HARNESS-77,wiring_harness,2,True,250.29,500.58,1
RO000119,2,P-1125,FUSE-67,fuse,1,False,261.24,261.24,8
RO000119,3,P-1325,RELAY-97,relay,1,False,101.53,101.53,9
RO000120,1,P-1269,AIR_LINE-70,air_line,1,True,51.17,51.17,5
RO000121,1,P-1075,FRL_UNIT-48,frl_unit,1,True,161.76,161.76,8
RO000121,2,P-1108,AIR_LINE-29,air_line,1,False,94.78,94.78,10
RO000122,1,P-1325,RELAY-97,relay,1,True,101.53,101.53,9
RO000122,2,P-1250,FUSE-46,fuse,1,False,49.95,49.95,1
RO000123,1,P-1221,HIGH_TEMP_GREASE-73,high_temp_grease,1,True,150.73,150.73,6
RO000123,2,P-1335,HIGH_TEMP_GREASE-27,high_temp_grease,1,False,8.0,8.0,11
RO000124,1,P-1024,HYDRAULIC_HOSE-10,hydraulic_hose,1,True,83.15,83.15,11
RO000124,2,P-1336,FLUID_FILTER-43,fluid_filter,1,False,219.69,219.69,1
RO000125,1,P-1192,BEARING_SET-43,bearing_set,1,True,8.0,8.0,4
RO000125,2,P-1028,SHAFT_SEAL-26,shaft_seal,1,False,202.48,202.48,10
RO000125,3,P-1069,HIGH_TEMP_GREASE-32,high_temp_grease,1,False,57.34,57.34,5
RO000126,1,P-1171,FRL_UNIT-87,frl_unit,3,True,54.22,162.66,7
RO000126,2,P-1307,FRL_UNIT-65,frl_unit,1,False,142.4,142.4,2
RO000127,1,P-1321,AIR_REGULATOR-47,air_regulator,1,True,93.14,93.14,13
RO000127,2,P-1171,FRL_UNIT-87,frl_unit,1,False,54.22,54.22,7
RO000128,1,P-1234,FUSE-49,fuse,1,True,169.13,169.13,10
RO000128,2,P-1229,FUSE-60,fuse,1,False,111.44,111.44,2
RO000128,3,P-1320,RELAY-71,relay,3,False,16.8,50.4,1
RO000129,1,P-1041,PRESSURE_VALVE-46,pressure_valve,1,True,102.43,102.43,8
RO000129,2,P-1126,HYDRAULIC_HOSE-32,hydraulic_hose,1,False,19.13,19.13,10
RO000130,1,P-1325,RELAY-97,relay,1,True,101.53,101.53,9
RO000131,1,P-1263,IDLER_ROLLER-15,idler_roller,1,True,58.94,58.94,1
RO000131,2,P-1202,CHAIN_LUBE-22,chain_lube,1,False,120.42,120.42,7
RO000131,3,P-1096,IDLER_ROLLER-45,idler_roller,1,False,84.28,84.28,10
RO000131,4,P-1223,FLUID_FILTER-81,fluid_filter,1,False,15.64,15.64,9
RO000132,1,P-1013,THERMOSTAT-15,thermostat,1,True,76.45,76.45,7
RO000132,2,P-1103,COOLANT_FILTER-30,coolant_filter,1,False,9.79,9.79,3
RO000133,1,P-1016,RADIATOR_CORE-87,radiator_core,1,True,71.86,71.86,14
RO000133,2,P-1296,FAN-50,fan,3,False,125.73,377.19,5
RO000134,1,P-1143,AIR_REGULATOR-75,air_regulator,1,True,290.64,290.64,1
RO000134,2,P-1185,AIR_LINE-88,air_line,1,False,127.81,127.81,3
RO000134,3,P-1302,FRL_UNIT-51,frl_unit,1,False,189.57,189.57,12
RO000135,1,P-1227,THERMOSTAT-21,thermostat,1,True,41.14,41.14,9
RO000136,1,P-1122,WIRING_HARNESS-70,wiring_harness,1,True,160.4,160.4,10
RO000136,2,P-1250,FUSE-46,fuse,1,False,49.95,49.95,1
RO000136,3,P-1187,CHAIN_LUBE-34,chain_lube,1,False,236.09,236.09,10
RO000137,1,P-1070,PRESSURE_VALVE-23,pressure_valve,1,True,185.08,185.08,2
RO000137,2,P-1182,FLUID_FILTER-27,fluid_filter,1,False,111.3,111.3,8
RO000137,3,P-1175,HYDRAULIC_HOSE-26,hydraulic_hose,1,False,62.52,62.52,6
RO000138,1,P-1071,DRIVE_CHAIN-65,drive_chain,1,True,138.2,138.2,12
RO000138,2,P-1008,IDLER_ROLLER-21,idler_roller,1,False,8.0,8.0,4
RO000139,1,P-1287,BELT-30,belt,1,True,146.15,146.15,6
RO000139,2,P-1111,CHAIN_LUBE-13,chain_lube,1,False,305.17,305.17,1
RO000139,3,P-1264,IDLER_ROLLER-97,idler_roller,1,False,8.0,8.0,7
RO000140,1,P-1340,DRIVE_CHAIN-82,drive_chain,1,True,194.85,194.85,12
RO000140,2,P-1297,IDLER_ROLLER-61,idler_roller,1,False,158.32,158.32,8
RO000141,1,P-1272,RELAY-76,relay,1,True,162.38,162.38,12
RO000141,2,P-1027,RELAY-24,relay,1,False,65.85,65.85,9
RO000142,1,P-1185,AIR_LINE-88,air_line,1,True,127.81,127.81,3
RO000142,2,P-1075,FRL_UNIT-48,frl_unit,1,False,161.76,161.76,8
RO000143,1,P-1010,SPINDLE_MOTOR-78,spindle_motor,1,True,47.36,47.36,1
RO000143,2,P-1221,HIGH_TEMP_GREASE-73,high_temp_grease,1,False,150.73,150.73,6
RO000144,1,P-1324,SPINDLE_MOTOR-62,spindle_motor,3,True,8.0,24.0,6
RO000144,2,P-1098,SHAFT_SEAL-13,shaft_seal,4,False,133.85,535.4,8
RO000144,3,P-1335,HIGH_TEMP_GREASE-27,high_temp_grease,1,False,8.0,8.0,11
RO000145,1,P-1198,COOLANT_PUMP-80,coolant_pump,1,True,214.36,214.36,5
RO000145,2,P-1025,COOLANT_FILTER-74,coolant_filter,1,False,147.49,147.49,1
RO000146,1,P-1086,FUSE-90,fuse,2,True,48.84,97.68,3
RO000147,1,P-1211,PRESSURE_VALVE-38,pressure_valve,1,True,284.86,284.86,14
RO000147,2,P-1034,FLUID_FILTER-95,fluid_filter,1,False,114.24,114.24,11
RO000147,3,P-1290,HYDRAULIC_HOSE-84,hydraulic_hose,1,False,8.0,8.0,11
RO000148,1,P-1069,HIGH_TEMP_GREASE-32,high_temp_grease,1,True,57.34,57.34,5
RO000148,2,P-1261,SHAFT_SEAL-40,shaft_seal,1,False,8.0,8.0,9
RO000148,3,P-1228,HIGH_TEMP_GREASE-65,high_temp_grease,3,False,77.58,232.74,3
RO000149,1,P-1220,PUMP-42,pump,1,True,8.0,8.0,6
RO000149,2,P-1327,FLUID_FILTER-14,fluid_filter,2,False,98.49,196.98,2
